tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,tweet_url,retweet_count,like_count,reply_count,predicted_dog_breed,picture_url,normalized_numerator,normalized_denominator
666082916733198337,2015-11-16 02:38:37,Twitter for iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof,https://twitter.com/dog_rates/status/666082916733198337/photo/1,6,10,,,https://t.co/3RU6x0vHB7,38,96,2,pug,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,6,10
666094000022159362,2015-11-16 03:22:39,Twitter for iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with,https://twitter.com/dog_rates/status/666094000022159362/photo/1,9,10,,,https://t.co/mnioXo3IfP,64,144,0,bloodhound,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,9,10
666099513787052032,2015-11-16 03:44:34,Twitter for iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,,,https://t.co/Ri4nMTLq5C,54,136,1,Lhasa,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,8,10
666102155909144576,2015-11-16 03:55:04,Twitter for iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,,,https://t.co/11LvqN4WLq,11,67,0,English_setter,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,11,10
666104133288665088,2015-11-16 04:02:55,Twitter for iPhone,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,,,https://t.co/Asgdc6kuLX,5595,13125,110,,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,10
666268910803644416,2015-11-16 14:57:41,Twitter for iPhone,Very concerned about fellow dog trapped in computer. 10/10,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,,,https://t.co/0yxApIikpk,34,92,1,,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,10,10
666273097616637952,2015-11-16 15:14:19,Twitter for iPhone,Can take selfies 11/10,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,,,https://t.co/ws2AMaNwPW,68,153,0,Italian_greyhound,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,11,10
666287406224695296,2015-11-16 16:11:11,Twitter for iPhone,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10,https://twitter.com/dog_rates/status/666287406224695296/photo/1,9,10,an,,https://t.co/d9NcXFKwLv,57,125,1,Maltese_dog,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,9,10
666293911632134144,2015-11-16 16:37:02,Twitter for iPhone,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,a,,https://t.co/IIXis0zta0,299,435,5,,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,3,10
666337882303524864,2015-11-16 19:31:45,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,an,,https://t.co/QpRjllzWAL,80,168,1,Newfoundland,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,9,10
666345417576210432,2015-11-16 20:01:42,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,,,https://t.co/VFKG1vxGjB,126,252,3,golden_retriever,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,10,10
666353288456101888,2015-11-16 20:32:58,Twitter for iPhone,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,,,https://t.co/tltQ5w9aUO,58,181,1,malamute,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,8,10
666362758909284353,2015-11-16 21:10:36,Twitter for iPhone,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet,https://twitter.com/dog_rates/status/666362758909284353/photo/1,6,10,,,https://t.co/XMD9CwjEnM,479,662,7,,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,6,10
666373753744588802,2015-11-16 21:54:18,Twitter for iPhone,Those are sunglasses and a jean jacket. 11/10 dog cool af,https://twitter.com/dog_rates/status/666373753744588802/photo/1,11,10,,,https://t.co/uHXrPkUEyl,75,165,2,soft-coated_wheaten_terrier,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,11,10
666396247373291520,2015-11-16 23:23:41,Twitter for iPhone,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,,,https://t.co/Dc7b0E8qFE,69,149,3,Chihuahua,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,9,10
666407126856765440,2015-11-17 00:06:54,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,a,,https://t.co/LopTBkKa8h,30,95,0,black-and-tan_coonhound,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,7,10
666411507551481857,2015-11-17 00:24:19,Twitter for iPhone,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2,10,quite,,https://t.co/aMCTNWO94t,272,378,3,,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,2,10
666418789513326592,2015-11-17 00:53:15,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,,https://t.co/qXpcwENTvn,39,109,0,toy_terrier,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,10,10
666421158376562688,2015-11-17 01:02:40,Twitter for iPhone,*internally screaming* 12/10,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,,,https://t.co/YMcrXC2Y6R,94,280,1,Blenheim_spaniel,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,12,10
666428276349472768,2015-11-17 01:30:57,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,,,https://t.co/NMQq6HIglK,67,141,1,Pembroke,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,7,10
666430724426358785,2015-11-17 01:40:41,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,,,https://t.co/yECbFrSArM,166,280,5,Irish_terrier,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,6,10
666435652385423360,2015-11-17 02:00:15,Twitter for iPhone,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,,,https://t.co/GlFZPzqcEU,42,141,1,Chesapeake_Bay_retriever,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,10,10
666437273139982337,2015-11-17 02:06:42,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,,,https://t.co/7LtjBS0GPK,41,106,0,Chihuahua,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,7,10
666447344410484738,2015-11-17 02:46:43,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,Scout,,https://t.co/kH60oka1HW,19,93,1,curly-coated_retriever,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,9,10
666454714377183233,2015-11-17 03:16:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,Kreggory,,https://t.co/uPqPeXAcua,184,452,1,dalmatian,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,10,10
666644823164719104,2015-11-17 15:51:26,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,,https://t.co/LEkZjZxESQ,71,212,4,Ibizan_hound,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,9,10
666649482315059201,2015-11-17 16:09:56,Twitter for iPhone,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,,,https://t.co/vXMKrJC81s,541,1006,13,Border_collie,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,4,10
666691418707132416,2015-11-17 18:56:35,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,Christoper,,https://t.co/bg4TqvvkuF,42,161,0,German_shepherd,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,8,10
666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,a,,https://t.co/uQbZJM2DQB,186,378,8,Labrador_retriever,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,8,10
666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,Lugan,,https://t.co/tI3uFLDHBI,60,211,1,miniature_poodle,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,10,10
666776908487630848,2015-11-18 00:36:17,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,Josep,,https://t.co/XNGeDwrtYH,151,310,0,miniature_pinscher,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,5,10
666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,a,,https://t.co/uEvsGLOFHa,171,337,1,Italian_greyhound,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,10,10
666786068205871104,2015-11-18 01:12:41,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,,,https://t.co/EIn5kElY1S,420,668,7,,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,2,10
666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,Jockson,,https://t.co/RdKbAOEpDK,79,208,0,English_setter,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,8,10
666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,Jeph,,https://t.co/8whlkYw3mO,217,455,2,miniature_schnauzer,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,9,10
666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,,,https://t.co/V6ZzG45zzG,81,226,1,Maltese_dog,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,12,10
666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,,,https://t.co/ZnEMHBsAs1,68,187,1,Airedale,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,10,10
666837028449972224,2015-11-18 04:35:11,Twitter for iPhone,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,,,https://t.co/xYGdBrMS9h,479,718,4,,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,3,10
666983947667116034,2015-11-18 14:18:59,Twitter for iPhone,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,a,,https://t.co/cyDfaK8NBc,859,2286,18,,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,11,10
666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,Carll,,https://t.co/SVpNbhaIMk,80,217,0,Rottweiler,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,10,10
667012601033924608,2015-11-18 16:12:51,Twitter for iPhone,This is Klevin. He laughs a lot. Very cool dog. 9/10,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,Klevin,,https://t.co/bATAbPNv0m,192,402,3,,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,9,10
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,,,https://t.co/QZAnwgnOMB,43,167,3,golden_retriever,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,12,10
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,Keet,,https://t.co/tz1lpuvXLA,45,196,2,Chesapeake_Bay_retriever,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,10,10
667065535570550784,2015-11-18 19:43:11,Twitter for iPhone,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8,10,,,https://t.co/7JdgVqDnvR,40,146,3,,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,8,10
667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10,10,Dave,,https://t.co/DPSamreuRq,105,360,3,Chihuahua,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,10,10
667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7,10,Clybe,,https://t.co/Ks0jZtdIrr,108,297,0,Chihuahua,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,7,10
667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10,10,Gabe,,https://t.co/3LZrJzg3BJ,111,294,3,Pembroke,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,10,10
667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,,,https://t.co/0DvHAMdA4V,1915,4083,34,West_Highland_white_terrier,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,10,10
667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12,10,Pipsy,,https://t.co/h9R0EwKd9X,14899,42959,295,toy_poodle,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,12,10
667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11,10,Bradlay,,https://t.co/DKhgkMx4N1,53,227,2,golden_retriever,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,11,10
667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10,10,Churlie,,https://t.co/li2XYBVuAY,996,2413,35,miniature_pinscher,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,10,10
667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10,10,Kenneth,,https://t.co/6RHNRsByOY,72,188,2,giant_schnauzer,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,10,10
667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9,10,Clarence,,https://t.co/fGDWgukcBs,70,222,1,toy_poodle,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,9,10
667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4,10,,,https://t.co/PZxSarAfSN,396,533,5,soft-coated_wheaten_terrier,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,4,10
667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8,10,a,,https://t.co/jpaeu6LNmW,50,172,0,vizsla,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,8,10
667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,Timison,,https://t.co/s2yYuHabWl,5384,12787,103,golden_retriever,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,10,10
667188689915760640,2015-11-19 03:52:34,Twitter for iPhone,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10,10,,,https://t.co/8uCMwS9CbV,346,660,5,,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,10,10
667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12,10,,,https://t.co/QCugm5ydl6,87,339,4,Rottweiler,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,12,10
667200525029539841,2015-11-19 04:39:35,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11,10,Joshwa,,https://t.co/60xYFRATPZ,231,556,6,Siberian_husky,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,11,10
667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9,10,Genevieve,,https://t.co/azEoGqVonH,213,435,3,golden_retriever,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,9,10
667369227918143488,2015-11-19 15:49:57,Twitter for iPhone,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10,10,,,https://t.co/LEaviT37v1,147,333,1,,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,10,10
667393430834667520,2015-11-19 17:26:08,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8,10,Fwed,,https://t.co/A37eGLz5WS,50,172,3,papillon,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,8,10
667405339315146752,2015-11-19 18:13:27,Twitter for iPhone,This is Biden. Biden just tripped... 7/10,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7,10,Biden,,https://t.co/3Fm9PwLju1,199,422,4,Saint_Bernard,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,7,10
667435689202614272,2015-11-19 20:14:03,Twitter for iPhone,Ermergerd 12/10,https://twitter.com/dog_rates/status/667435689202614272/photo/1,12,10,,,https://t.co/PQni2sjPsm,78,274,3,Rottweiler,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,12,10
667437278097252352,2015-11-19 20:20:22,Twitter for iPhone,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10,https://twitter.com/dog_rates/status/667437278097252352/photo/1,10,10,,,https://t.co/97HuBrVuOx,208,405,3,,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,10,10
